		V;NFIN
estian	astar	V;SBJV;PRS;3;PL
estias	astar	V;SBJV;PRS;2;SG
estr	astrar	V;IND;PRS;1;SG
estra	astrar	V;IMP;2;SG
estran	astrar	V;SBJV;PRS;3;PL
estras	astrar	V;IND;PRS;2;SG
estrel	astrar	V;IND;PRS;1;SG
estri	astrar	V;SBJV;PRS;3;SG
estrian	astrar	V;SBJV;PRS;3;PL
estrias	astrar	V;SBJV;PRS;2;SG
et	atar	V;IND;PRS;1;SG
et	itar	V;IND;PRS;1;SG
et	iver	V.PTCP;PST;MASC;SG
eta	atar	V;IMP;2;SG
eta	itar	V;IMP;2;SG
eta	iver	V.PTCP;PST;FEM;SG
etan	ar	V;SBJV;PRS;3;PL
etan	atar	V;IND;PRS;3;PL
etan	itar	V;SBJV;PRS;3;PL
etas	ar	V;SBJV;PRS;2;SG
etas	atar	V;SBJV;PRS;2;SG
etas	itar	V;SBJV;PRS;2;SG
etas	iver	V.PTCP;PST;FEM;PL
etel	atar	V;IND;PRS;1;SG
etel	itar	V;IND;PRS;1;SG
etg	atgear	V;IND;PRS;1;SG
etg	ir	V.PTCP;PST;MASC;SG
etg	itgear	V;IND;PRS;1;SG
etga	atgear	V;IMP;2;SG
etga	ir	V.PTCP;PST;FEM;SG
etga	itgear	V;IMP;2;SG
etgan	atgear	V;SBJV;PRS;3;PL
etgan	aver	V;SBJV;PRS;3;PL
etgan	itgear	V;SBJV;PRS;3;PL
etgas	atgear	V;SBJV;PRS;2;SG
etgas	aver	V;SBJV;PRS;2;SG
etgas	ir	V.PTCP;PST;FEM;PL
etgas	itgear	V;SBJV;PRS;2;SG
etgel	atgear	V;IND;PRS;1;SG
etgel	itgear	V;IND;PRS;1;SG
etgi	atgear	V;SBJV;PRS;3;SG
etgi	aver	V;SBJV;PRS;3;SG
etgi	itgear	V;SBJV;PRS;3;SG
etgian	atgear	V;SBJV;PRS;3;PL
etgian	aver	V;SBJV;PRS;3;PL
etgian	itgear	V;SBJV;PRS;3;PL
etgias	atgear	V;SBJV;PRS;2;SG
etgias	aver	V;SBJV;PRS;2;SG
etgias	itgear	V;SBJV;PRS;2;SG
etgs	ir	V.PTCP;PST;MASC;PL
eti	ar	V;SBJV;PRS;3;SG
eti	atar	V;SBJV;PRS;1;SG
eti	itar	V;SBJV;PRS;3;SG
etian	ar	V;SBJV;PRS;3;PL
etian	atar	V;SBJV;PRS;3;PL
etian	itar	V;SBJV;PRS;3;PL
etias	ar	V;SBJV;PRS;2;SG
etias	atar	V;SBJV;PRS;2;SG
etias	itar	V;SBJV;PRS;2;SG
etl	atlar	V;IND;PRS;1;SG
etla	atlar	V;IND;PRS;3;SG
etlan	atlar	V;SBJV;PRS;3;PL
etlas	atlar	V;SBJV;PRS;2;SG
etlel	atlar	V;IND;PRS;1;SG
etli	atlar	V;SBJV;PRS;3;SG
etlian	atlar	V;SBJV;PRS;3;PL
etlias	atlar	V;SBJV;PRS;2;SG
etr	itrar	V;IND;PRS;1;SG
etra	itrar	V;IMP;2;SG
etran	itrar	V;IND;PRS;3;PL
etras	itrar	V;SBJV;PRS;2;SG
etrel	itrar	V;IND;PRS;1;SG
etri	itrar	V;SBJV;PRS;1;SG
etrian	itrar	V;SBJV;PRS;3;PL
etrias	itrar	V;SBJV;PRS;2;SG
ets	iver	V.PTCP;PST;MASC;PL
etsch	ar	V;IND;PRS;1;SG
etsch	itschear	V;IND;PRS;1;SG
etscha	itschear	V;IND;PRS;3;SG
etschan	ar	V;SBJV;PRS;3;PL
etschan	itschear	V;SBJV;PRS;3;PL
etschas	ar	V;SBJV;PRS;2;SG
etschas	itschear	V;SBJV;PRS;2;SG
etscheian	ar	V;SBJV;PRS;1;PL
etscheias	ar	V;SBJV;PRS;2;PL
etschel	ar	V;IND;PRS;1;SG
etschel	itschear	V;IND;PRS;1;SG
etschi	ar	V;SBJV;PRS;1;SG
etschi	itschear	V;SBJV;PRS;1;SG
etschian	ar	V;SBJV;PRS;3;PL
etschian	itschear	V;SBJV;PRS;3;PL
etschias	ar	V;SBJV;PRS;2;SG
etschias	itschear	V;SBJV;PRS;2;SG
eu	r	V.PTCP;PST;MASC;SG
eus	r	V.PTCP;PST;MASC;PL
ev	avar	V;IND;PRS;1;SG
eva	ar	V;IND;PST;3;SG;IPFV
eva	avar	V;IMP;2;SG
eva	ir	V;IND;PST;1;SG;IPFV
eva	r	V;IND;PST;1;SG;IPFV
evan	ar	V;IND;PST;3;PL;IPFV
evan	avar	V;IND;PRS;3;PL
evan	ir	V;IND;PST;1;PL;IPFV
evan	r	V;IND;PST;1;PL;IPFV
evas	ar	V;IND;PST;2;PL;IPFV
evas	avar	V;SBJV;PRS;2;SG
evas	ir	V;IND;PST;2;PL;IPFV
evas	r	V;IND;PST;2;SG;IPFV
evel	avar	V;IND;PRS;1;SG
evg	ivgear	V;IND;PRS;1;SG
evgel	ivgear	V;IND;PRS;1;SG
evgi	ivgear	V;SBJV;PRS;3;SG
evgia	ivgear	V;IMP;2;SG
evgian	ivgear	V;SBJV;PRS;3;PL
evgias	ivgear	V;SBJV;PRS;2;SG
evi	avar	V;SBJV;PRS;3;SG
evian	avar	V;SBJV;PRS;3;PL
evias	avar	V;SBJV;PRS;2;SG
evr	avrar	V;IND;PRS;1;SG
evra	avrar	V;IMP;2;SG
evran	avrar	V;SBJV;PRS;3;PL
evras	avrar	V;SBJV;PRS;2;SG
evrel	avrar	V;IND;PRS;1;SG
evri	avrar	V;SBJV;PRS;1;SG
evrian	avrar	V;SBJV;PRS;3;PL
evrias	avrar	V;SBJV;PRS;2;SG
ez	ar	V;IND;PRS;2;PL
ez	aser	V;IND;PRS;1;SG
ez	azar	V;IND;PRS;1;SG
ez	ir	V;IND;PRS;2;PL
ez	izar	V;IND;PRS;1;SG
ez	r	V;IND;PRS;2;PL
eza	aser	V;IMP;2;SG
eza	azar	V;IMP;2;SG
eza	izar	V;IND;PRS;3;SG
ezan	aser	V;SBJV;PRS;3;PL
ezan	azar	V;IND;PRS;3;PL
ezan	izar	V;SBJV;PRS;3;PL
ezas	aser	V;SBJV;PRS;2;SG
ezas	azar	V;SBJV;PRS;2;SG
ezas	izar	V;SBJV;PRS;2;SG
ezel	aser	V;IND;PRS;1;SG
ezel	azar	V;IND;PRS;1;SG
ezel	izar	V;IND;PRS;1;SG
ezi	aser	V;SBJV;PRS;3;SG
ezi	azar	V;SBJV;PRS;3;SG
ezi	izar	V;SBJV;PRS;3;SG
ezian	aser	V;SBJV;PRS;3;PL
ezian	azar	V;SBJV;PRS;3;PL
ezian	izar	V;SBJV;PRS;3;PL
ezias	aser	V;SBJV;PRS;2;SG
ezias	azar	V;SBJV;PRS;2;SG
ezias	izar	V;SBJV;PRS;2;SG
ezs	izar	V.PTCP;PST;MASC;PL
eztg	iztgear	V;IND;PRS;1;SG
eztga	iztgear	V;IMP;2;SG
eztgan	iztgear	V;SBJV;PRS;3;PL
eztgas	iztgear	V;SBJV;PRS;2;SG
eztgel	iztgear	V;IND;PRS;1;SG
eztgi	iztgear	V;SBJV;PRS;3;SG
eztgian	iztgear	V;SBJV;PRS;3;PL
eztgias	iztgear	V;SBJV;PRS;2;SG
fuss	easser	V;COND;3;SG
fussan	easser	V;COND;1;PL
fussas	easser	V;COND;2;PL
g	r	V;IND;PRS;1;SG
geava	tgear	V;IND;PST;3;SG;IPFV
ged	ir	V;IMP;2;PL
ged	r	V;IMP;2;PL
geian	ir	V;SBJV;PRS;1;PL
geian	r	V;SBJV;PRS;1;PL
geias	ir	V;SBJV;PRS;2;PL
geias	r	V;SBJV;PRS;2;PL
gel	r	V;IND;PRS;1;SG
gess	ir	V;COND;3;SG
gess	r	V;COND;1;SG
gessan	ir	V;COND;1;PL
gessan	r	V;COND;1;PL
gessas	ir	V;COND;2;PL
gessas	r	V;COND;2;PL
geva	ir	V;IND;PST;1;SG;IPFV
geva	r	V;IND;PST;1;SG;IPFV
gevan	ir	V;IND;PST;1;PL;IPFV
gevan	r	V;IND;PST;1;PL;IPFV
gevas	ir	V;IND;PST;2;PL;IPFV
gevas	r	V;IND;PST;2;PL;IPFV
gez	ir	V;IND;PRS;2;PL
gez	r	V;IND;PRS;2;PL
gi	r	V;SBJV;PRS;1;SG
giagn	ir	V;IND;PRS;1;PL
giagn	r	V;IND;PRS;1;PL
gian	r	V;SBJV;PRS;3;PL
gias	r	V;SBJV;PRS;2;SG
gieu	ver	V.PTCP;PST;MASC;SG
giànd	ir	V.PTCP;PRS
giànd	r	V.PTCP;PRS
gn	nar	V;IND;PRS;1;SG
gn	r	V;IND;PRS;1;PL
gna	nar	V;IND;PRS;3;SG
gnan	nar	V;IND;PRS;3;PL
gnas	nar	V;IND;PRS;2;SG
gnel	nar	V;IND;PRS;1;SG
gni	nar	V;SBJV;PRS;3;SG
gnian	nar	V;SBJV;PRS;3;PL
gnias	nar	V;SBJV;PRS;2;SG
gànd	ir	V.PTCP;PRS
habitad	abitar	V;IMP;2;PL
habitada	abitar	V.PTCP;PST;FEM;SG
habitadas	abitar	V.PTCP;PST;FEM;PL
habitagn	abitar	V;IND;PRS;1;PL
habitar	abitar	V;IND;FUT;1;PL
habitass	abitar	V;COND;3;SG
habitassan	abitar	V;COND;1;PL
habitassas	abitar	V;COND;2;PL
habitava	abitar	V;IND;PST;1;SG;IPFV
habitavan	abitar	V;IND;PST;1;PL;IPFV
habitavas	abitar	V;IND;PST;2;SG;IPFV
habitaz	abitar	V;IND;PRS;2;PL
habiteian	abitar	V;SBJV;PRS;1;PL
habiteias	abitar	V;SBJV;PRS;2;PL
habitesch	abitar	V;IND;PRS;1;SG
habitescha	abitar	V;IND;PRS;3;SG
habiteschan	abitar	V;SBJV;PRS;3;PL
habiteschas	abitar	V;IND;PRS;2;SG
habiteschel	abitar	V;IND;PRS;1;SG
habiteschi	abitar	V;SBJV;PRS;1;SG
habiteschian	abitar	V;SBJV;PRS;3;PL
habiteschias	abitar	V;SBJV;PRS;2;SG
habito	abitar	V.PTCP;PST;MASC;SG
habitos	abitar	V.PTCP;PST;MASC;PL
habitànd	abitar	V.PTCP;PRS
i	ar	V;SBJV;PRS;3;SG
i	ear	V;SBJV;PRS;3;SG
i	er	V;SBJV;PRS;1;SG
i	gir	V;IMP;2;SG
i	r	V;SBJV;PRS;3;SG
ia	agnir	V;IMP;2;SG
ia	ear	V;IMP;2;SG
ia	er	V;IMP;2;SG
iagn	ajear	V;IND;PRS;1;PL
iagn	ear	V;IND;PRS;1;PL
iagn	er	V;IND;PRS;1;PL
ian	ar	V;SBJV;PRS;1;PL
ian	ear	V;SBJV;PRS;3;PL
ian	er	V;SBJV;PRS;3;PL
ian	r	V;SBJV;PRS;1;PL
iar	arar	V;IND;PRS;1;SG
iara	arar	V;IMP;2;SG
iaran	arar	V;SBJV;PRS;3;PL
iaras	arar	V;IND;PRS;2;SG
iarel	arar	V;IND;PRS;1;SG
iari	arar	V;SBJV;PRS;3;SG
iarian	arar	V;SBJV;PRS;3;PL
iarias	arar	V;SBJV;PRS;2;SG
ias	ar	V;SBJV;PRS;2;PL
ias	ear	V;SBJV;PRS;2;SG
ias	er	V;SBJV;PRS;2;SG
ias	r	V;SBJV;PRS;2;PL
ida	aser	V.PTCP;PST;FEM;SG
ida	ender	V.PTCP;PST;FEM;SG
ida	er	V.PTCP;PST;FEM;SG
idagn	eder	V;IND;PRS;1;PL
idas	aser	V.PTCP;PST;FEM;PL
idas	ender	V.PTCP;PST;FEM;PL
idas	er	V.PTCP;PST;FEM;PL
ided	eder	V;IMP;2;PL
ideian	eder	V;SBJV;PRS;1;PL
ideias	eder	V;SBJV;PRS;2;PL
idess	eder	V;COND;1;SG
idessan	eder	V;COND;1;PL
idessas	eder	V;COND;2;SG
ideva	eder	V;IND;PST;1;SG;IPFV
idevan	eder	V;IND;PST;1;PL;IPFV
idevas	eder	V;IND;PST;2;PL;IPFV
idez	eder	V;IND;PRS;2;PL
idida	eder	V.PTCP;PST;FEM;SG
ididas	eder	V.PTCP;PST;FEM;PL
idieu	eder	V.PTCP;PST;MASC;SG
idieus	eder	V.PTCP;PST;MASC;PL
idànd	eder	V.PTCP;PRS
iead	ajear	V;IMP;2;PL
ieada	ajear	V.PTCP;PST;FEM;SG
ieadas	ajear	V.PTCP;PST;FEM;PL
iear	ajear	V;IND;FUT;3;PL
ieava	ajear	V;IND;PST;1;SG;IPFV
ieavan	ajear	V;IND;PST;1;PL;IPFV
ieavas	ajear	V;IND;PST;2;SG;IPFV
ieaz	ajear	V;IND;PRS;2;PL
ieian	ajear	V;SBJV;PRS;1;PL
ieias	ajear	V;SBJV;PRS;2;PL
ielt	olver	V.PTCP;PST;MASC;SG
ielta	olver	V.PTCP;PST;FEM;SG
ieltas	olver	V.PTCP;PST;FEM;PL
ielts	olver	V.PTCP;PST;MASC;PL
iemgn	amgear	V;IND;PRS;1;SG
iemgn	amgnear	V;IND;PRS;1;SG
iemgna	amgear	V;IMP;2;SG
iemgna	amgnear	V;IMP;2;SG
iemgnan	amgear	V;SBJV;PRS;3;PL
iemgnan	amgnear	V;SBJV;PRS;3;PL
iemgnas	amgear	V;SBJV;PRS;2;SG
iemgnas	amgnear	V;SBJV;PRS;2;SG
iemgnel	amgear	V;IND;PRS;1;SG
iemgnel	amgnear	V;IND;PRS;1;SG
iemgni	amgear	V;SBJV;PRS;3;SG
iemgni	amgnear	V;SBJV;PRS;3;SG
iemgnian	amgear	V;SBJV;PRS;3;PL
iemgnian	amgnear	V;SBJV;PRS;3;PL
iemgnias	amgear	V;SBJV;PRS;2;SG
iemgnias	amgnear	V;SBJV;PRS;2;SG
iert	ever	V.PTCP;PST;MASC;SG
iert	orscher	V.PTCP;PST;MASC;SG
ierta	ever	V.PTCP;PST;FEM;SG
ierta	orscher	V.PTCP;PST;FEM;SG
iertas	ever	V.PTCP;PST;FEM;PL
iertas	orscher	V.PTCP;PST;FEM;PL
ierts	ever	V.PTCP;PST;MASC;PL
ierts	orscher	V.PTCP;PST;MASC;PL
iess	ajear	V;COND;3;SG
iessan	ajear	V;COND;1;PL
iessas	ajear	V;COND;2;SG
iet	ever	V.PTCP;PST;MASC;SG
ieta	ever	V.PTCP;PST;FEM;SG
ietas	ever	V.PTCP;PST;FEM;PL
iets	ever	V.PTCP;PST;MASC;PL
ieu	aser	V.PTCP;PST;MASC;SG
ieu	ear	V.PTCP;PST;MASC;SG
ieu	ender	V.PTCP;PST;MASC;SG
ieu	er	V.PTCP;PST;MASC;SG
ieul	ular	V;IND;PRS;1;SG
ieula	ular	V;IMP;2;SG
ieulan	ular	V;SBJV;PRS;3;PL
ieulas	ular	V;SBJV;PRS;2;SG
ieulel	ular	V;IND;PRS;1;SG
ieuli	ular	V;SBJV;PRS;3;SG
ieulian	ular	V;SBJV;PRS;3;PL
ieulias	ular	V;SBJV;PRS;2;SG
ieult	alar	V.PTCP;PST;MASC;SG
ieult	oler	V.PTCP;PST;MASC;SG
ieult	olver	V.PTCP;PST;MASC;SG
ieulta	alar	V.PTCP;PST;FEM;SG
ieulta	oler	V.PTCP;PST;FEM;SG
ieulta	olver	V.PTCP;PST;FEM;SG
ieultas	alar	V.PTCP;PST;FEM;PL
ieultas	oler	V.PTCP;PST;FEM;PL
ieultas	olver	V.PTCP;PST;FEM;PL
ieults	alar	V.PTCP;PST;MASC;PL
ieults	oler	V.PTCP;PST;MASC;PL
ieults	olver	V.PTCP;PST;MASC;PL
ieus	aser	V.PTCP;PST;MASC;PL
ieus	ear	V.PTCP;PST;MASC;PL
ieus	ender	V.PTCP;PST;MASC;PL
ieus	er	V.PTCP;PST;MASC;PL
ieuv	uar	V;IND;PRS;1;SG
ieuva	uar	V;IMP;2;SG
ieuvan	uar	V;SBJV;PRS;3;PL
ieuvas	uar	V;SBJV;PRS;2;SG
ieuvel	uar	V;IND;PRS;1;SG
ieuvi	uar	V;SBJV;PRS;1;SG
ieuvian	uar	V;SBJV;PRS;3;PL
ieuvias	uar	V;SBJV;PRS;2;SG
ig	gir	V;IND;PRS;1;SG
igel	gir	V;IND;PRS;1;SG
igi	gir	V;SBJV;PRS;1;SG
igiagn	eger	V;IND;PRS;1;PL
igian	gir	V;SBJV;PRS;3;PL
igias	gir	V;SBJV;PRS;2;SG
igida	eger	V.PTCP;PST;FEM;SG
igidas	eger	V.PTCP;PST;FEM;PL
igied	eger	V;IMP;2;PL
igieian	eger	V;SBJV;PRS;1;PL
igieias	eger	V;SBJV;PRS;2;PL
igiess	eger	V;COND;1;SG
igiessan	eger	V;COND;3;PL
igiessas	eger	V;COND;2;PL
igieu	eger	V.PTCP;PST;MASC;SG
igieus	eger	V.PTCP;PST;MASC;PL
igieva	eger	V;IND;PST;1;SG;IPFV
igievan	eger	V;IND;PST;3;PL;IPFV
igievas	eger	V;IND;PST;2;SG;IPFV
igiez	eger	V;IND;PRS;2;PL
igiida	eger	V.PTCP;PST;FEM;SG
igiidas	eger	V.PTCP;PST;FEM;PL
igiieu	eger	V.PTCP;PST;MASC;SG
igiieus	eger	V.PTCP;PST;MASC;PL
igiànd	eger	V.PTCP;PRS
ignan	agnir	V;IND;PRS;3;PL
ignas	agnir	V;SBJV;PRS;2;SG
ignel	agnir	V;IND;PRS;1;SG
igni	agnir	V;SBJV;PRS;3;SG
ignian	agnir	V;SBJV;PRS;3;PL
ignias	agnir	V;SBJV;PRS;2;SG
ignt	agnir	V;IND;PRS;1;SG
igntel	agnir	V;IND;PRS;1;SG
iieu	ajear	V.PTCP;PST;MASC;SG
iieu	jear	V.PTCP;PST;MASC;SG
iieus	ajear	V.PTCP;PST;MASC;PL
impr	mprar	V;IND;PRS;1;SG
impra	mprar	V;IND;PRS;3;SG
impran	mprar	V;SBJV;PRS;3;PL
impras	mprar	V;SBJV;PRS;2;SG
imprel	mprar	V;IND;PRS;1;SG
impri	mprar	V;SBJV;PRS;3;SG
imprian	mprar	V;SBJV;PRS;3;PL
imprias	mprar	V;SBJV;PRS;2;SG
in	gir	V;IND;PRS;3;PL
int	ndar	V;IND;PRS;1;SG
int	ntar	V;IND;PRS;1;SG
int	ntir	V;IND;PRS;1;SG
inta	ndar	V;IMP;2;SG
inta	ntar	V;IND;PRS;3;SG
inta	ntir	V;IND;PRS;3;SG
intan	ndar	V;SBJV;PRS;3;PL
intan	ntar	V;IND;PRS;3;PL
intan	ntir	V;SBJV;PRS;3;PL
intas	ndar	V;SBJV;PRS;2;SG
intas	ntar	V;SBJV;PRS;2;SG
intas	ntir	V;IND;PRS;2;SG
intel	ndar	V;IND;PRS;1;SG
intel	ntar	V;IND;PRS;1;SG
intel	ntir	V;IND;PRS;1;SG
inti	ndar	V;SBJV;PRS;1;SG
inti	ntar	V;SBJV;PRS;1;SG
inti	ntir	V;SBJV;PRS;3;SG
intian	ndar	V;SBJV;PRS;3;PL
intian	ntar	V;SBJV;PRS;3;PL
intian	ntir	V;SBJV;PRS;3;PL
intias	ndar	V;SBJV;PRS;2;SG
intias	ntar	V;SBJV;PRS;2;SG
intias	ntir	V;SBJV;PRS;2;SG
intr	ntrar	V;IND;PRS;1;SG
intra	ntrar	V;IMP;2;SG
intran	ntrar	V;IND;PRS;3;PL
intras	ntrar	V;SBJV;PRS;2;SG
intrel	ntrar	V;IND;PRS;1;SG
intri	ntrar	V;SBJV;PRS;1;SG
intrian	ntrar	V;SBJV;PRS;3;PL
intrias	ntrar	V;SBJV;PRS;2;SG
ir	rer	V;IND;PRS;1;SG
ira	rer	V;IMP;2;SG
iragn	rer	V;IND;PRS;1;PL
iran	rer	V;SBJV;PRS;3;PL
iras	rer	V;SBJV;PRS;2;SG
ired	rer	V;IMP;2;PL
ireian	rer	V;SBJV;PRS;1;PL
ireias	rer	V;SBJV;PRS;2;PL
irel	rer	V;IND;PRS;1;SG
iress	rer	V;COND;1;SG
iressan	rer	V;COND;1;PL
iressas	rer	V;COND;2;SG
ireva	rer	V;IND;PST;1;SG;IPFV
irevan	rer	V;IND;PST;1;PL;IPFV
irevas	rer	V;IND;PST;2;PL;IPFV
irez	rer	V;IND;PRS;2;PL
iri	rer	V;SBJV;PRS;3;SG
irian	rer	V;SBJV;PRS;3;PL
irias	rer	V;SBJV;PRS;2;SG
irl	rer	V;IND;PRS;1;SG
irànd	rer	V.PTCP;PRS
is	gir	V;IND;PRS;2;SG
issagn	esser	V;IND;PRS;1;PL
issed	esser	V;IMP;2;PL
isseian	esser	V;SBJV;PRS;1;PL
isseias	esser	V;SBJV;PRS;2;PL
issess	esser	V;COND;3;SG
issessan	esser	V;COND;3;PL
issessas	esser	V;COND;2;PL
isseva	esser	V;IND;PST;1;SG;IPFV
issevan	esser	V;IND;PST;1;PL;IPFV
issevas	esser	V;IND;PST;2;PL;IPFV
issez	esser	V;IND;PRS;2;PL
issida	esser	V.PTCP;PST;FEM;SG
issidas	esser	V.PTCP;PST;FEM;PL
issieu	esser	V.PTCP;PST;MASC;SG
issieus	esser	V.PTCP;PST;MASC;PL
issànd	esser	V.PTCP;PRS
ivieu	ever	V.PTCP;PST;MASC;SG
iànd	ajear	V.PTCP;PRS
iànd	ear	V.PTCP;PRS
iànd	er	V.PTCP;PRS
jagn	ir	V;IND;PRS;1;PL
jed	ir	V;IMP;2;PL
jeian	ir	V;SBJV;PRS;1;PL
jeias	ir	V;SBJV;PRS;2;PL
jess	ir	V;COND;1;SG
jessan	ir	V;COND;1;PL
jessas	ir	V;COND;2;PL
jeva	ir	V;IND;PST;1;SG;IPFV
jevan	ir	V;IND;PST;1;PL;IPFV
jevas	ir	V;IND;PST;2;PL;IPFV
jez	ir	V;IND;PRS;2;PL
jànd	ir	V.PTCP;PRS
l	ar	V;IND;PRS;1;SG
l	r	V;IND;PRS;1;SG
lasch	schar	V;IND;PRS;1;SG
lascha	schar	V;IND;PRS;3;SG
lascha	scher	V;IND;PRS;3;SG
laschagn	schar	V;IND;PRS;1;PL
laschan	schar	V;SBJV;PRS;3;PL
laschan	scher	V;IND;PRS;3;PL
laschas	schar	V;SBJV;PRS;2;SG
laschas	scher	V;IND;PRS;2;SG
laschaz	schar	V;IND;PRS;2;PL
lascheian	schar	V;SBJV;PRS;1;PL
lascheias	schar	V;SBJV;PRS;2;PL
laschel	schar	V;IND;PRS;1;SG
laschel	scher	V;IND;PRS;1;SG
laschi	schar	V;SBJV;PRS;3;SG
laschi	scher	V;SBJV;PRS;3;SG
laschian	schar	V;SBJV;PRS;3;PL
laschian	scher	V;SBJV;PRS;3;PL
laschias	schar	V;SBJV;PRS;2;SG
laschias	scher	V;SBJV;PRS;2;SG
laschè	surschar	V;IMP;2;PL
le	schar	V;IMP;2;SG
mad !	ir	V;IMP;2;PL
n	asser	V;IND;PRS;3;PL
n	r	V;IND;PRS;3;PL
n	ver	V;IND;PRS;3;PL
nad !	ir	V;IMP;2;PL
nagn	ear	V;IND;PRS;1;PL
nagn	ir	V;IND;PRS;1;PL
nass	ir	V;COND;1;SG
nassan	ir	V;COND;3;PL
nassanmassan	ir	V;COND;3;PL
nassas	ir	V;COND;2;PL
nassasmassas	ir	V;COND;2;PL
nassmass	ir	V;COND;3;SG
nava	ir	V;IND;PST;1;SG;IPFV
navamava	ir	V;IND;PST;3;SG;IPFV
navamavel	ir	V;IND;PST;1;SG;IPFV
navan	ir	V;IND;PST;1;PL;IPFV
navanmavan	ir	V;IND;PST;3;PL;IPFV
navas	ir	V;IND;PST;2;SG;IPFV
navasmavas	ir	V;IND;PST;2;SG;IPFV
naz	ir	V;IND;PRS;2;PL
nead	ear	V;IMP;2;PL
near	ear	V;IND;FUT;1;SG
neava	ear	V;IND;PST;3;SG;IPFV
neavan	ear	V;IND;PST;1;PL;IPFV
neavas	ear	V;IND;PST;2;PL;IPFV
neaz	ear	V;IND;PRS;2;PL
neian	ear	V;SBJV;PRS;1;PL
neian	ir	V;SBJV;PRS;1;PL
neias	ear	V;SBJV;PRS;2;PL
neias	ir	V;SBJV;PRS;2;PL
ness	ear	V;COND;3;SG
nessan	ear	V;COND;1;PL
nessas	ear	V;COND;2;PL
nieu	ear	V.PTCP;PST;MASC;SG
nschagn	inscher	V;IND;PRS;1;PL
nsched	inscher	V;IMP;2;PL
nscheian	inscher	V;SBJV;PRS;1;PL
nscheias	inscher	V;SBJV;PRS;2;PL
nschez	inscher	V;IND;PRS;2;PL
nànd	ear	V.PTCP;PRS
nànd	ir	V.PTCP;PRS
nàndmànd	ir	V.PTCP;PRS
o	ar	V.PTCP;PST;MASC;SG
o	ear	V.PTCP;PST;MASC;SG
o	er	V.PTCP;PST;MASC;SG
o	ir	V.PTCP;PST;MASC;SG
o	uder	V;IND;PRS;3;SG
o	uer	V;IND;PRS;3;SG
ob	ubar	V;IND;PRS;1;SG
oba	ubar	V;IMP;2;SG
oban	ubar	V;SBJV;PRS;3;PL
obas	ubar	V;SBJV;PRS;2;SG
obel	ubar	V;IND;PRS;1;SG
obi	ubar	V;SBJV;PRS;3;SG
obian	ubar	V;SBJV;PRS;3;PL
obias	ubar	V;SBJV;PRS;2;SG
ocl	uclar	V;IND;PRS;1;SG
ocla	uclar	V;IMP;2;SG
oclan	uclar	V;SBJV;PRS;3;PL
oclas	uclar	V;SBJV;PRS;2;SG
oclel	uclar	V;IND;PRS;1;SG
ocli	uclar	V;SBJV;PRS;1;SG
oclian	uclar	V;SBJV;PRS;3;PL
oclias	uclar	V;SBJV;PRS;2;SG
od	udar	V;IND;PRS;1;SG
od	uder	V;IND;PRS;1;SG
od	udir	V;IND;PRS;1;SG
oda	udar	V;IND;PRS;3;SG
oda	uder	V;IMP;2;SG
oda	udir	V;IND;PRS;3;SG
odan	udar	V;SBJV;PRS;3;PL
odan	uder	V;IND;PRS;3;PL
odan	udir	V;SBJV;PRS;3;PL
odas	udar	V;SBJV;PRS;2;SG
odas	uder	V;SBJV;PRS;2;SG
odas	udir	V;SBJV;PRS;2;SG
odel	udar	V;IND;PRS;1;SG
odel	uder	V;IND;PRS;1;SG
odel	udir	V;IND;PRS;1;SG
odi	udar	V;SBJV;PRS;3;SG
odi	uder	V;SBJV;PRS;3;SG
odi	udir	V;SBJV;PRS;3;SG
odian	udar	V;SBJV;PRS;3;PL
odian	uder	V;SBJV;PRS;3;PL
odian	udir	V;SBJV;PRS;3;PL
odias	udar	V;SBJV;PRS;2;SG
odias	uder	V;SBJV;PRS;2;SG
odias	udir	V;SBJV;PRS;2;SG
odr	udrar	V;IND;PRS;1;SG
odra	udrar	V;IND;PRS;3;SG
odran	udrar	V;IND;PRS;3;PL
odras	udrar	V;SBJV;PRS;2;SG
odrel	udrar	V;IND;PRS;1;SG
odri	udrar	V;SBJV;PRS;3;SG
odrian	udrar	V;SBJV;PRS;3;PL
odrias	udrar	V;SBJV;PRS;2;SG
of	ufar	V;IND;PRS;1;SG
ofa	ufar	V;IMP;2;SG
ofan	ufar	V;SBJV;PRS;3;PL
ofas	ufar	V;SBJV;PRS;2;SG
ofel	ufar	V;IND;PRS;1;SG
ofi	ufar	V;SBJV;PRS;3;SG
ofian	ufar	V;SBJV;PRS;3;PL
ofias	ufar	V;SBJV;PRS;2;SG
ofl	uflar	V;IND;PRS;1;SG
ofla	uflar	V;IND;PRS;3;SG
oflan	uflar	V;IND;PRS;3;PL
oflas	uflar	V;SBJV;PRS;2;SG
oflel	uflar	V;IND;PRS;1;SG
ofli	uflar	V;SBJV;PRS;1;SG
oflian	uflar	V;SBJV;PRS;3;PL
oflias	uflar	V;SBJV;PRS;2;SG
og	ugar	V;IND;PRS;1;SG
oga	ugar	V;IMP;2;SG
ogan	ugar	V;IND;PRS;3;PL
ogas	ugar	V;SBJV;PRS;2;SG
ogel	ugar	V;IND;PRS;1;SG
ogi	ugar	V;SBJV;PRS;3;SG
ogian	ugar	V;SBJV;PRS;3;PL
